# GENERATED by hc-conformance --write-coverage-traceability. One row per (fixture,
# obligation) pair this fixture witnesses, joined from three already-checked-in ledgers --
# never recomputed here, so this file costs no re-parse of its own. layer is Surface
# (semantic-coverage-evidence.tsv), Interface (interface-inventory.tsv +
# interface-witness.tsv), or Construct (construct-claim-corroboration.tsv); the chain/
# junction layer is out of scope (owned by interaction-chains.tsv's own generator).
# status vocabulary differs per layer -- see GrammarCoverageLedger's *Status methods --
# but 'witnessed' always means the same thing: a word-level counterfactual delta, never
# mere presence. detail carries the underlying verdict/claim-count for that reason.
fixture	layer	obligation	status	detail
edge-cases/loader-isactive-breadth	Surface	dtd:enum/MorphologicalSubrule/isActive/yes	witnessed	Evidenced
edge-cases/loader-isactive-breadth	Surface	dtd:enum/SegmentDefinition/isActive/no	witnessed	Evidenced
edge-cases/loader-isactive-breadth	Surface	dtd:enum/SegmentDefinition/isActive/yes	required-by-loader	RequiredByLoader
edge-cases/loader-isactive-breadth	Surface	dtd:enum/Slot/isActive/no	witnessed	Evidenced
edge-cases/loader-isactive-breadth	Surface	dtd:enum/Slot/isActive/yes	witnessed	Evidenced
edge-cases/loader-isactive-breadth	Surface	dtd:enum/Stratum/isActive/no	required-by-loader	RequiredByLoader
edge-cases/loader-isactive-breadth	Surface	dtd:enum/Stratum/isActive/yes	witnessed	Evidenced
edge-cases/loader-isactive-breadth	Interface	AffixTemplate.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/loader-isactive-breadth	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/loader-isactive-breadth	Interface	LexicalEntry.family	present-but-inert	Unobservable
edge-cases/loader-isactive-breadth	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/loader-isactive-breadth	Interface	LexicalEntry.ruleFeatures	present-but-inert	Unobservable
edge-cases/loader-isactive-breadth	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
edge-cases/loader-isactive-breadth	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/loader-isactive-breadth	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/loader-isactive-breadth	Interface	Slot.morphologicalRules	required-by-dtd	RequiredByDtd
edge-cases/loader-isactive-breadth	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/loader-isactive-breadth	Construct	Element deactivation (isActive) across loader collections	claimed-confirmed	18 claim(s)
edge-cases/loader-pattern-shapes	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/loader-pattern-shapes	Interface	Segment.segment	required-by-dtd	RequiredByDtd
edge-cases/loader-pattern-shapes	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/loader-pattern-shapes	Construct	Boundary markers (CharacterDefinitionTable)	claimed-confirmed	3 claim(s)
edge-cases/loader-pattern-shapes	Construct	CharacterDefinitionTable pattern shapes: optional group / Kleene star	claimed-confirmed	1 claim(s)
edge-cases/metathesis-comparison-crash	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/metathesis-comparison-crash	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/metathesis-comparison-crash	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/metathesis-comparison-crash	Interface	MetathesisRule.leftSwitch	required-by-dtd	RequiredByDtd
edge-cases/metathesis-comparison-crash	Interface	MetathesisRule.rightSwitch	required-by-dtd	RequiredByDtd
edge-cases/metathesis-comparison-crash	Interface	Segment.segment	required-by-dtd	RequiredByDtd
edge-cases/metathesis-comparison-crash	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/metathesis-comparison-crash	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/metathesis-comparison-crash	Interface	Stratum.phonologicalRules	witnessed	Evidenced
edge-cases/metathesis-comparison-crash	Construct	MetathesisRule	claimed-confirmed	1 claim(s)
edge-cases/morphotactic-attribute-breadth	Surface	dtd:element/AllomorphCoOccurrenceRule	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Surface	dtd:element/AllomorphCoOccurrenceRules	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:element/MorphemeCoOccurrenceRule	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/AffixTemplate/final/false	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/Allomorph/isBound/true	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/AllomorphCoOccurrenceRule/adjacency/adjacentToLeft	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/AllomorphCoOccurrenceRule/adjacency/adjacentToRight	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/AllomorphCoOccurrenceRule/adjacency/somewhereToLeft	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/AllomorphCoOccurrenceRule/adjacency/somewhereToRight	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/AllomorphCoOccurrenceRule/isActive/no	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/AllomorphCoOccurrenceRule/type/require	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/LexicalEntry/partial/true	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/MorphemeCoOccurrenceRule/adjacency/anywhere	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/MorphemeCoOccurrenceRule/isActive/no	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/MorphemeCoOccurrenceRule/type/require	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/isActive/no	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/outputType/append	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/MorphologicalRule/blockable/false	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/MorphologicalRule/multipleApplication/0	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/MorphologicalRule/multipleApplication/2	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/MorphologicalRule/partial/true	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/RealizationalRule/blockable/false	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/RealizationalRule/isActive/no	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Surface	dtd:enum/Stratum/morphologicalRuleOrder/unordered	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Interface	AffixTemplate.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/morphotactic-attribute-breadth	Interface	AllomorphCoOccurrenceRule.otherAllomorphs	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	AllomorphCoOccurrenceRule.primaryAllomorph	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/morphotactic-attribute-breadth	Interface	LexicalEntry.family	present-but-inert	Unobservable
edge-cases/morphotactic-attribute-breadth	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/morphotactic-attribute-breadth	Interface	LexicalEntry.ruleFeatures	present-but-inert	Unobservable
edge-cases/morphotactic-attribute-breadth	Interface	MorphemeCoOccurrenceRule.otherMorphemes	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	MorphemeCoOccurrenceRule.primaryMorpheme	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	MorphologicalInput.excludedMPRFeatures	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Interface	MorphologicalInput.requiredMPRFeatures	present-but-inert	Unobservable
edge-cases/morphotactic-attribute-breadth	Interface	MorphologicalOutput.MPRFeatures	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Interface	MorphologicalPhonologicalRuleFeatureGroup.features	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
edge-cases/morphotactic-attribute-breadth	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/morphotactic-attribute-breadth	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	Slot.morphologicalRules	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/morphotactic-attribute-breadth	Interface	Stratum.morphologicalRules	witnessed	Evidenced
edge-cases/morphotactic-attribute-breadth	Construct	Affix template slots (obligatory/disjunctive/ordering)	claimed-unmapped	5 claim(s)
edge-cases/morphotactic-attribute-breadth	Construct	Disjunctive allomorphs / free-fluctuation	claimed-unmapped	1 claim(s)
edge-cases/morphotactic-attribute-breadth	Construct	Element deactivation (isActive) across loader collections	claimed-confirmed	1 claim(s)
edge-cases/morphotactic-attribute-breadth	Construct	MPR features/groups	claimed-unmapped	2 claim(s)
edge-cases/morphotactic-attribute-breadth	Construct	MorphemeCoOccurrenceRule/AllomorphCoOccurrenceRule	claimed-confirmed	2 claim(s)
edge-cases/morphotactic-attribute-breadth	Construct	Ordinary/realizational rule constraints (MaxApplicationCount/RequiredStemName/Blockable)	claimed-contradicted	15 claim(s)
edge-cases/morphotactic-attribute-breadth	Construct	RealizationalAffixProcessRule	claimed-unmapped	1 claim(s)
edge-cases/morphotactic-attribute-breadth	Construct	Syntactic feature agreement (RequiredHeadFeatures/OutputHeadFeatures/RequiredFootFeatures/OutputFootFeatures)	claimed-confirmed	3 claim(s)
edge-cases/mpr-gated-exception	Surface	dtd:element/Environment	witnessed	Evidenced
edge-cases/mpr-gated-exception	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/mpr-gated-exception	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/mpr-gated-exception	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/mpr-gated-exception	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-gated-exception	Interface	LexicalEntry.ruleFeatures	witnessed	Evidenced
edge-cases/mpr-gated-exception	Interface	MorphologicalInput.excludedMPRFeatures	witnessed	Evidenced
edge-cases/mpr-gated-exception	Interface	MorphologicalOutput.MPRFeatures	witnessed	Evidenced
edge-cases/mpr-gated-exception	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-gated-exception	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-gated-exception	Interface	PhonologicalSubrule.excludedMPRFeatures	witnessed	Evidenced
edge-cases/mpr-gated-exception	Interface	PhonologicalSubrule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-gated-exception	Interface	Segment.segment	required-by-dtd	RequiredByDtd
edge-cases/mpr-gated-exception	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/mpr-gated-exception	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/mpr-gated-exception	Interface	Stratum.morphologicalRules	witnessed	Evidenced
edge-cases/mpr-gated-exception	Interface	Stratum.phonologicalRules	witnessed	Evidenced
edge-cases/mpr-gated-exception	Construct	RewriteRule direction (Dir): left-to-right	claimed-unmapped	1 claim(s)
edge-cases/mpr-group-overwrite-without-realizational	Surface	dtd:element/MorphologicalPhonologicalRuleFeatureGroup	witnessed	Evidenced
edge-cases/mpr-group-overwrite-without-realizational	Surface	dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/outputType/overwrite	witnessed	Evidenced
edge-cases/mpr-group-overwrite-without-realizational	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/mpr-group-overwrite-without-realizational	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-group-overwrite-without-realizational	Interface	MorphologicalInput.requiredMPRFeatures	witnessed	Evidenced
edge-cases/mpr-group-overwrite-without-realizational	Interface	MorphologicalOutput.MPRFeatures	witnessed	Evidenced
edge-cases/mpr-group-overwrite-without-realizational	Interface	MorphologicalPhonologicalRuleFeatureGroup.features	required-by-dtd	RequiredByDtd
edge-cases/mpr-group-overwrite-without-realizational	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-group-overwrite-without-realizational	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-group-overwrite-without-realizational	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/mpr-group-overwrite-without-realizational	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/mpr-group-overwrite-without-realizational	Interface	Stratum.morphologicalRules	witnessed	Evidenced
edge-cases/mpr-group-overwrite-without-realizational	Construct	MPR features/groups	claimed-unmapped	4 claim(s)
edge-cases/mpr-overwrite-order-dependence	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/mpr-overwrite-order-dependence	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-overwrite-order-dependence	Interface	MorphologicalInput.requiredMPRFeatures	witnessed	Evidenced
edge-cases/mpr-overwrite-order-dependence	Interface	MorphologicalOutput.MPRFeatures	witnessed	Evidenced
edge-cases/mpr-overwrite-order-dependence	Interface	MorphologicalPhonologicalRuleFeatureGroup.features	required-by-dtd	RequiredByDtd
edge-cases/mpr-overwrite-order-dependence	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-overwrite-order-dependence	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/mpr-overwrite-order-dependence	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/mpr-overwrite-order-dependence	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/mpr-overwrite-order-dependence	Interface	Stratum.morphologicalRules	witnessed	Evidenced
edge-cases/process-morphology-in-place-mutation	Surface	dtd:element/ModifyFromInput	witnessed	Evidenced
edge-cases/process-morphology-in-place-mutation	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/process-morphology-in-place-mutation	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/process-morphology-in-place-mutation	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/process-morphology-in-place-mutation	Interface	ModifyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/process-morphology-in-place-mutation	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
edge-cases/process-morphology-in-place-mutation	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/process-morphology-in-place-mutation	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/process-morphology-in-place-mutation	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/process-morphology-in-place-mutation	Interface	Stratum.morphologicalRules	witnessed	Evidenced
edge-cases/process-morphology-in-place-mutation	Construct	MorphologicalOutputAction: ModifyFromInput/InsertSimpleContext	claimed-confirmed	1 claim(s)
edge-cases/rewrite-analysis-feature-neutralization	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/rewrite-analysis-feature-neutralization	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/rewrite-analysis-feature-neutralization	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/rewrite-analysis-feature-neutralization	Interface	Segment.segment	required-by-dtd	RequiredByDtd
edge-cases/rewrite-analysis-feature-neutralization	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/rewrite-analysis-feature-neutralization	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/rewrite-analysis-feature-neutralization	Interface	Stratum.phonologicalRules	witnessed	Evidenced
edge-cases/rewrite-analysis-feature-neutralization	Construct	CharacterDefinitionTable: cross-table respelling (an inner-stratum root surfaces spelled by the final stratum's table)	claimed-confirmed	1 claim(s)
edge-cases/rewrite-analysis-feature-neutralization	Construct	CharacterDefinitionTable: more than one table, one per stratum	claimed-confirmed	5 claim(s)
edge-cases/rewrite-analysis-feature-neutralization	Construct	NaturalClass: Segments vs FeatureNaturalClass/SegmentNaturalClass precision	claimed-confirmed	3 claim(s)
edge-cases/right-to-left-anchor-environment	Surface	dtd:enum/PhoneticTemplate/finalBoundaryCondition/true	witnessed	Evidenced
edge-cases/right-to-left-anchor-environment	Surface	dtd:enum/PhonologicalRule/multipleApplicationOrder/rightToLeftIterative	witnessed	Evidenced
edge-cases/right-to-left-anchor-environment	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/right-to-left-anchor-environment	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/right-to-left-anchor-environment	Interface	Segment.segment	required-by-dtd	RequiredByDtd
edge-cases/right-to-left-anchor-environment	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/right-to-left-anchor-environment	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/right-to-left-anchor-environment	Interface	Stratum.phonologicalRules	witnessed	Evidenced
edge-cases/right-to-left-anchor-environment	Construct	RewriteRule direction (Dir): right-to-left	claimed-unmapped	9 claim(s)
edge-cases/simultaneous-epenthesis-cascade	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/simultaneous-epenthesis-cascade	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/simultaneous-epenthesis-cascade	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/simultaneous-epenthesis-cascade	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/simultaneous-epenthesis-cascade	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/simultaneous-epenthesis-cascade	Interface	Stratum.phonologicalRules	witnessed	Evidenced
edge-cases/stem-name-restricted-root-allomorph	Surface	dtd:element/OutputHeadFeatures	witnessed	Evidenced
edge-cases/stem-name-restricted-root-allomorph	Surface	dtd:element/Region	required-by-dtd	RequiredByDtd
edge-cases/stem-name-restricted-root-allomorph	Surface	dtd:element/Regions	required-by-dtd	RequiredByDtd
edge-cases/stem-name-restricted-root-allomorph	Surface	dtd:element/StemName	required-by-dtd	RequiredByDtd
edge-cases/stem-name-restricted-root-allomorph	Surface	dtd:element/StemNames	required-by-dtd	RequiredByDtd
edge-cases/stem-name-restricted-root-allomorph	Interface	Allomorph.stemName	witnessed	Evidenced
edge-cases/stem-name-restricted-root-allomorph	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/stem-name-restricted-root-allomorph	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/stem-name-restricted-root-allomorph	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/stem-name-restricted-root-allomorph	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/stem-name-restricted-root-allomorph	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
edge-cases/stem-name-restricted-root-allomorph	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/stem-name-restricted-root-allomorph	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/stem-name-restricted-root-allomorph	Interface	StemName.partsOfSpeech	required-by-dtd	RequiredByDtd
edge-cases/stem-name-restricted-root-allomorph	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/stem-name-restricted-root-allomorph	Interface	Stratum.morphologicalRules	witnessed	Evidenced
edge-cases/stem-name-restricted-root-allomorph	Construct	Stem names	claimed-unmapped	6 claim(s)
edge-cases/strrep-identity	Surface	dtd:element/Segments	witnessed	Evidenced
edge-cases/strrep-identity	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/strrep-identity	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/strrep-identity	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
edge-cases/strrep-identity	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/strrep-identity	Interface	Segment.segment	required-by-dtd	RequiredByDtd
edge-cases/strrep-identity	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/strrep-identity	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/strrep-identity	Interface	Stratum.morphologicalRules	witnessed	Evidenced
edge-cases/strrep-identity	Construct	NaturalClass: Segments vs FeatureNaturalClass/SegmentNaturalClass precision	claimed-confirmed	17 claim(s)
edge-cases/subrule-morphosyntactic-gating	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/subrule-morphosyntactic-gating	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/subrule-morphosyntactic-gating	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/subrule-morphosyntactic-gating	Interface	LexicalEntry.partOfSpeech	witnessed	Evidenced
edge-cases/subrule-morphosyntactic-gating	Interface	MorphologicalRule.outputPartOfSpeech	witnessed	Evidenced
edge-cases/subrule-morphosyntactic-gating	Interface	PhonologicalSubrule.requiredPartsOfSpeech	witnessed	Evidenced
edge-cases/subrule-morphosyntactic-gating	Interface	Segment.segment	required-by-dtd	RequiredByDtd
edge-cases/subrule-morphosyntactic-gating	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/subrule-morphosyntactic-gating	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/subrule-morphosyntactic-gating	Interface	Stratum.morphologicalRules	witnessed	Evidenced
edge-cases/subrule-morphosyntactic-gating	Interface	Stratum.phonologicalRules	witnessed	Evidenced
edge-cases/subrule-morphosyntactic-gating	Construct	RewriteSubruleDef gating: required/excluded POS or MPR at the subrule level	claimed-unmapped	2 claim(s)
edge-cases/synthesis-stratum-render-stale-table	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/synthesis-stratum-render-stale-table	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/synthesis-stratum-render-stale-table	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/synthesis-stratum-render-stale-table	Interface	Segment.segment	required-by-dtd	RequiredByDtd
edge-cases/synthesis-stratum-render-stale-table	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/synthesis-stratum-render-stale-table	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/synthesis-stratum-render-stale-table	Interface	Stratum.phonologicalRules	witnessed	Evidenced
edge-cases/synthesis-stratum-render-stale-table	Construct	CharacterDefinitionTable: cross-table respelling (an inner-stratum root surfaces spelled by the final stratum's table)	claimed-confirmed	1 claim(s)
edge-cases/synthesis-stratum-render-stale-table	Construct	CharacterDefinitionTable: more than one table, one per stratum	claimed-confirmed	4 claim(s)
edge-cases/truncate-morphotactic	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
edge-cases/truncate-morphotactic	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
edge-cases/truncate-morphotactic	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
edge-cases/truncate-morphotactic	Interface	LexicalEntry.partOfSpeech	present-but-inert	Unobservable
edge-cases/truncate-morphotactic	Interface	MorphologicalRule.requiredPartsOfSpeech	present-but-inert	Unobservable
edge-cases/truncate-morphotactic	Interface	Segment.segment	required-by-dtd	RequiredByDtd
edge-cases/truncate-morphotactic	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
edge-cases/truncate-morphotactic	Interface	Stratum.characterDefinitionTable	required-by-dtd	RequiredByDtd
edge-cases/truncate-morphotactic	Interface	Stratum.morphologicalRules	witnessed	Evidenced
edge-cases/truncate-morphotactic	Construct	AffixProcessRule: subtraction/truncation	claimed-unmapped	10 claim(s)
languages/fusional-realizational-morphology	Surface	dtd:enum/CompoundingRule/blockable/false	witnessed	Evidenced
languages/fusional-realizational-morphology	Surface	dtd:enum/CompoundingRule/blockable/true	witnessed	Evidenced
languages/fusional-realizational-morphology	Surface	dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/isActive/yes	witnessed	Evidenced
languages/fusional-realizational-morphology	Surface	dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/matchType/all	witnessed	Evidenced
languages/fusional-realizational-morphology	Surface	dtd:enum/MorphologicalPhonologicalRuleFeatureGroup/matchType/any	witnessed	Evidenced
languages/fusional-realizational-morphology	Interface	Allomorph.stemName	witnessed	Evidenced
languages/fusional-realizational-morphology	Interface	CompoundingRule.headPartsOfSpeech	present-but-inert	Unobservable
languages/fusional-realizational-morphology	Interface	CompoundingRule.headProdRestrictionsMprFeatures	witnessed	Evidenced
languages/fusional-realizational-morphology	Interface	CompoundingRule.nonHeadPartsOfSpeech	present-but-inert	Unobservable
languages/fusional-realizational-morphology	Interface	CompoundingRule.outputObligatoryFeatures	present-but-inert	Unobservable
languages/fusional-realizational-morphology	Interface	CompoundingRule.outputPartOfSpeech	present-but-inert	Unobservable
languages/fusional-realizational-morphology	Interface	CopyFromInput.index	required-by-dtd	RequiredByDtd
languages/fusional-realizational-morphology	Interface	FeatureValue.feature	required-by-dtd	RequiredByDtd
languages/fusional-realizational-morphology	Interface	FeatureValue.symbolValues	required-by-loader	RequiredByLoader
languages/fusional-realizational-morphology	Interface	HeadMorphologicalInput.excludedMPRFeatures	present-but-inert	Unobservable
languages/fusional-realizational-morphology	Interface	HeadMorphologicalInput.requiredMPRFeatures	present-but-inert	Unobservable
languages/fusional-realizational-morphology	Interface	LexicalEntry.family	witnessed	Evidenced
languages/fusional-realizational-morphology	Interface	LexicalEntry.partOfSpeech	witnessed	Evidenced
languages/fusional-realizational-morphology	Interface	LexicalEntry.ruleFeatures	witnessed	Evidenced
languages/fusional-realizational-morphology	Interface	ModifyFromInput.index	required-by-dtd	RequiredByDtd
languages/fusional-realizational-morphology	Interface	MorphologicalInput.requiredMPRFeatures	witnessed	Evidenced
languages/fusional-realizational-morphology	Interface	MorphologicalOutput.MPRFeatures	witnessed	Evidenced
languages/fusional-realizational-morphology	Interface	MorphologicalPhonologicalRuleFeatureGroup.features	required-by-dtd	RequiredByDtd
languages/fusional-realizational-morphology	Interface	MorphologicalRule.outputPartOfSpeech	present-but-inert	Unobservable
languages/fusional-realizational-morphology	Interface	MorphologicalRule.requiredPartsOfSpeech	witnessed	Evidenced
languages/fusional-realizational-morphology	Interface	SimpleContext.naturalClass	required-by-dtd	RequiredByDtd
languages/fusional-realizational-morphology	Interface	StemName.partsOfSpeech	required-by-dtd	RequiredByDtd
